city,state_id,lat,lng,zips
Lamont,CA,35.2659,-118.9159,93307 93241
Lake Los Angeles,CA,34.6097,-117.8339,93535 93591
Avenal,CA,36.0311,-120.1162,93204 93239
Bonita,CA,32.6651,-117.0296,91910 91902
North Fair Oaks,CA,37.4754,-122.2034,94025 94063
El Sobrante,CA,33.8724,-117.4624,92503
Carpinteria,CA,34.3962,-119.5118,93013 93014
Grand Terrace,CA,34.0312,-117.3132,92313
Palos Verdes Estates,CA,33.7872,-118.3973,90274
Avocado Heights,CA,34.0391,-117.997,91746 90601
Larkspur,CA,37.9393,-122.5312,94939 94904 94977
Solana Beach,CA,32.9943,-117.2574,92075 92014
Emeryville,CA,37.8382,-122.2932,94608 94662
San Anselmo,CA,37.9821,-122.5699,94960 94978 94979
Marysville,CA,39.1518,-121.5835,95901
Grover Beach,CA,35.1204,-120.6197,93433 93483
Diamond Springs,CA,38.692,-120.8391,95667 95623 95619
Kingsburg,CA,36.5244,-119.5602,93631
Lindsay,CA,36.2082,-119.0897,93247
Mendota,CA,36.7555,-120.3776,93640
Big Bear City,CA,34.2536,-116.7903,92314 92386
Fortuna,CA,40.5862,-124.1419,95540
Tehachapi,CA,35.1276,-118.4744,93581 93561
Newman,CA,37.3156,-121.0212,95360
San Marino,CA,34.1224,-118.1132,91108 91118
Tamalpais-Homestead Valley,CA,37.8793,-122.5382,94941
Scotts Valley,CA,37.0555,-122.0118,95066
Commerce,CA,33.9963,-118.1519,90040 90022 90023 90091
Rossmoor,CA,33.7887,-118.0803,90720
Los Alamitos,CA,33.7971,-118.0592,90720 90721
View Park-Windsor Hills,CA,33.9955,-118.3483,90008 90043 90056
University of California-Santa Barbara,CA,34.4151,-119.8568,93117 93106 93107
Alum Rock,CA,37.3694,-121.8238,95127
Lakeland Village,CA,33.648,-117.3706,92530
Signal Hill,CA,33.803,-118.1681,90755
La Riviera,CA,38.5683,-121.3544,95827 95826
Half Moon Bay,CA,37.4685,-122.4382,94019
Home Gardens,CA,33.8783,-117.5116,92503 92879
Winton,CA,37.3854,-120.6173,95388 95344
Muscoy,CA,34.1552,-117.3477,92407
Rancho Mission Viejo,CA,33.514,-117.5618,92694
Anderson,CA,40.4497,-122.295,96007
Healdsburg,CA,38.6224,-122.8651,95448
Hillsborough,CA,37.5572,-122.3586,94010
Del Aire,CA,33.9167,-118.3693,90304 90250
Canyon Lake,CA,33.6885,-117.2621,92570 92587
Sierra Madre,CA,34.1687,-118.0504,91024 91025
Piedmont,CA,37.8225,-122.2301,94611 94610
Sun Village,CA,34.5596,-117.9558,93543
Quartz Hill,CA,34.6527,-118.2163,93536 93586
Clayton,CA,37.9404,-121.9301,94517
Citrus,CA,34.116,-117.8891,91722 91702
Lake Arrowhead,CA,34.2531,-117.1944,92391 92378 92317 92385 92352 92321
Placerville,CA,38.7308,-120.7979,95667
Sonoma,CA,38.2902,-122.4598,95476
Morro Bay,CA,35.3682,-120.8482,93442 93443
Soquel,CA,36.9978,-121.9483,95073 95003
Calimesa,CA,33.9874,-117.0542,92320
Potomac Park,CA,35.3636,-118.965,93307
Delhi,CA,37.4306,-120.7759,95315
Malibu,CA,34.037,-118.7839,90265
Golden Hills,CA,35.1409,-118.4968,93561
Crestline,CA,34.2486,-117.2887,92391 92407 92322 92325
Garden Acres,CA,37.9637,-121.2296,95215
Blackhawk,CA,37.8159,-121.9071,94506
East Bakersfield,CA,35.3832,-118.9743,93305
Farmersville,CA,36.305,-119.2083,93223
Shasta Lake,CA,40.679,-122.3775,96019 96089
Valley Center,CA,33.233,-117.0158,92082
Exeter,CA,36.2941,-119.1459,93221
Hillcrest,CA,35.379,-118.9578,93306 93386
San Diego Country Estates,CA,33.0094,-116.7874,92065
Corte Madera,CA,37.9238,-122.5128,94925 94976
Spring Valley Lake,CA,34.4987,-117.2683,92395
East Whittier,CA,33.9244,-117.9887,90604
Fairview,CA,37.6758,-122.0473,94541 94542
Country Club,CA,37.9687,-121.3408,95204
Rio Vista,CA,38.1765,-121.7025,94571
Capitola,CA,36.9773,-121.9537,95010
Madera Acres,CA,37.0123,-120.0799,93638
Orange Cove,CA,36.6211,-119.3188,93646
Mentone,CA,34.0609,-117.1108,92359 92374
Charter Oak,CA,34.1025,-117.8564,91724
Waterford,CA,37.6429,-120.7553,95386
West Athens,CA,33.9235,-118.3033,90044 90047
Tiburon,CA,37.8854,-122.4637,94920
Rio del Mar,CA,36.9607,-121.8807,95003
Cloverdale,CA,38.7962,-123.0152,95425
Larkfield-Wikiup,CA,38.513,-122.7536,95403 95404
Marina del Rey,CA,33.9765,-118.4486,90292
Montecito,CA,34.4384,-119.6309,93108 93150
Fort Irwin,CA,35.2477,-116.6834,92310
Topanga,CA,34.0965,-118.6053,90290 90265
Rodeo,CA,38.0367,-122.2526,94525 94572
Orosi,CA,36.5433,-119.2914,93647
East Foothills,CA,37.3826,-121.8138,95127
Templeton,CA,35.556,-120.7181,93446 93465
La Cresta,CA,35.3972,-118.9892,93305
Gonzales,CA,36.5055,-121.4427,93926
August,CA,37.9797,-121.2625,95205
Plumas Lake,CA,38.9845,-121.5634,95961
Guadalupe,CA,34.9609,-120.5735,93434
Los Altos Hills,CA,37.3669,-122.1387,94022 94024
Good Hope,CA,33.7706,-117.2771,92570
Firebaugh,CA,36.8533,-120.4535,93622
Alondra Park,CA,33.8885,-118.335,90249 90260 90506
Orland,CA,39.7461,-122.1856,95963
Oak Hills,CA,34.391,-117.4123,92344
Interlaken,CA,36.9505,-121.7363,95076
Corning,CA,39.9283,-122.1819,96021
University of California-Davis,CA,38.5378,-121.7579,95616
Rolling Hills Estates,CA,33.7783,-118.3509,90274
Midway City,CA,33.7452,-117.9849,92655
South San Gabriel,CA,34.0488,-118.0961,91770
Bermuda Dunes,CA,33.7435,-116.2874,92203
Pismo Beach,CA,35.1487,-120.6493,93449 93448
Yreka,CA,41.7291,-122.6312,96097
Westlake Village,CA,34.1369,-118.822,91361 91362
Magalia,CA,39.8228,-121.6078,95954
Acton,CA,34.4956,-118.1858,93510
Earlimart,CA,35.8914,-119.2721,93219
Thousand Palms,CA,33.815,-116.3545,92276
Gold River,CA,38.6268,-121.2488,95670
Woodlake,CA,36.4122,-119.1,93286
Ojai,CA,34.4488,-119.2469,93023 93024
Hughson,CA,37.602,-120.866,95326
Cotati,CA,38.3278,-122.7092,94931 94926
California Polytechnic State University,CA,35.3053,-120.6655,93410 93405 93407
Fairfax,CA,37.9886,-122.5952,94930
Franklin,CA,37.3275,-120.5321,95348
Sebastopol,CA,38.4001,-122.8275,95472 95473
Winters,CA,38.532,-121.9781,95694
Escalon,CA,37.7912,-120.9982,95320
Gridley,CA,39.3622,-121.6971,95948
Oroville East,CA,39.4947,-121.4866,95966
Heber,CA,32.7325,-115.5294,92249
Cherry Valley,CA,33.9797,-116.9694,92223
Mira Monte,CA,34.4312,-119.2878,93023
Ladera Heights,CA,33.9972,-118.374,90230 90056
Mammoth Lakes,CA,37.6273,-118.99,93546
Taft,CA,35.1268,-119.4243,93268
San Martin,CA,37.0829,-121.5963,95046 95020 95038
Sausalito,CA,37.8581,-122.4933,94965 94966
Cottonwood,CA,40.3903,-122.3156,96022
Highgrove,CA,34.0106,-117.3098,92507
Piñon Hills,CA,34.4437,-117.6214,92371 92372
Kentfield,CA,37.9481,-122.5497,94939 94904 94914 94974
Contra Costa Centre,CA,37.926,-122.054,94597 94598
Oceano,CA,35.1019,-120.6088,93445 93420 93475
South Monrovia Island,CA,34.1234,-117.9958,91016 91010
Mecca,CA,33.5767,-116.0645,92254
Alta Sierra,CA,39.1237,-121.0523,95949
Boyes Hot Springs,CA,38.3126,-122.4888,95476 95416
Atherton,CA,37.454,-122.2031,94027
Fort Bragg,CA,39.4399,-123.8013,95437
Garnet,CA,33.9179,-116.4796,92240 92241
Fowler,CA,36.6243,-119.6737,93625
Castroville,CA,36.7649,-121.7534,95012
Ben Lomond,CA,37.0782,-122.0881,95005 95018
Loomis,CA,38.8093,-121.1955,95650
Paradise,CA,39.7558,-121.6063,95969 95967
Vandenberg Village,CA,34.7111,-120.4622,93436
Joshua Tree,CA,34.1236,-116.3128,92252
Lake Mathews,CA,33.825,-117.3683,92570 92504
Nuevo,CA,33.8011,-117.1414,92567
Thermalito,CA,39.4909,-121.615,95965
Rancho Calaveras,CA,38.1248,-120.857,95252
Jamul,CA,32.7184,-116.8709,91978 91935 92022
Calipatria,CA,33.1493,-115.5055,92233
Desert Palms,CA,33.7789,-116.293,92211
Colusa,CA,39.2059,-122.0125,95932
Huron,CA,36.2041,-120.0961,93234
Camino Tassajara,CA,37.7909,-121.8851,94506
El Rio,CA,34.2453,-119.1568,93036
Lucas Valley-Marinwood,CA,38.0405,-122.5765,94903 94913
Hilmar-Irwin,CA,37.4045,-120.8504,95324
Salton City,CA,33.2994,-115.9609,92275 92274
Willows,CA,39.5149,-122.1995,95988
Wilton,CA,38.413,-121.2127,95693
Crescent City,CA,41.7728,-124.1902,95531 95532
Aptos,CA,36.9912,-121.8934,95003 95001
Gustine,CA,37.2545,-120.9949,95322
Durham,CA,39.6232,-121.7875,95965 95958 95928 95938
Homeland,CA,33.7459,-117.1132,92548
Pollock Pines,CA,38.7575,-120.5921,95726 95709
Happy Valley,CA,40.4662,-122.4207,96007
Cambria,CA,35.552,-121.0838,93428
Solvang,CA,34.5935,-120.1401,93463
Las Flores,CA,33.584,-117.6237,92688
Oak View,CA,34.403,-119.299,93022
Eucalyptus Hills,CA,32.885,-116.9453,92040
Lucerne Valley,CA,34.4427,-116.9021,92356
Hidden Valley Lake,CA,38.8005,-122.5505,95457 95461 95467
Bonadelle Ranchos,CA,36.9688,-119.8927,93636
Lemoore Station,CA,36.2633,-119.9048,93246 93245
Pleasure Point,CA,36.9619,-121.9715,95062
Silver Lakes,CA,34.7515,-117.343,92342
Bear Valley Springs,CA,35.174,-118.6532,93561
Villa Park,CA,33.818,-117.8104,92861
Dos Palos,CA,36.9854,-120.6338,93620
Saranap,CA,37.8878,-122.076,94595
Benton Park,CA,35.3463,-119.0297,93304
Fruitridge Pocket,CA,38.5326,-121.4558,95820
West Modesto,CA,37.6178,-121.0346,95358 95351
Holtville,CA,32.8129,-115.3779,92250
Rancho Murieta,CA,38.5085,-121.0716,95683
East Pasadena,CA,34.1378,-118.0776,91107
Williams,CA,39.1498,-122.1389,95987
McSwain,CA,37.3145,-120.5868,95341 95301
La Habra Heights,CA,33.9603,-117.951,90631
Strawberry,CA,37.8925,-122.5078,94941
Palermo,CA,39.4313,-121.5225,95968 95965 95966
Old Fig Garden,CA,36.7989,-119.8052,93704 93705
St. Helena,CA,38.5063,-122.4682,94574
Boulder Creek,CA,37.1341,-122.1272,95006
Keyes,CA,37.5573,-120.9114,95328 95382 95307
Ione,CA,38.3613,-120.9422,95640
Mayflower Village,CA,34.116,-118.0096,91016 91006
Kensington,CA,37.9083,-122.2805,94708 94707
El Granada,CA,37.5134,-122.4657,94019 94018
Woodside,CA,37.4221,-122.2586,94062
Mayfair,CA,36.7694,-119.7612,93703
Calistoga,CA,38.5818,-122.5824,94515
Yosemite Lakes,CA,37.1885,-119.7723,93614
Buellton,CA,34.6152,-120.1943,93427
Lakeport,CA,39.0392,-122.9218,95453
Denair,CA,37.5254,-120.7974,95316
Jackson,CA,38.3485,-120.7728,95642
Running Springs,CA,34.2104,-117.1147,92382
Big Bear Lake,CA,34.2429,-116.8951,92315
Myrtletown,CA,40.7888,-124.1286,95503 95501
Lake of the Pines,CA,39.0357,-121.059,95602
Sunnyside,CA,36.7294,-119.6945,93727
Lake San Marcos,CA,33.1197,-117.209,92078
Lake Wildwood,CA,39.2349,-121.2002,95946
Sonora,CA,37.9819,-120.3828,95370
Oakhurst,CA,37.3475,-119.6202,93644
Willits,CA,39.4047,-123.3494,95490
Tara Hills,CA,37.9939,-122.3188,94806
Wrightwood,CA,34.3495,-117.63,92397
Twin Lakes,CA,36.9646,-121.9896,95062
Goshen,CA,36.3493,-119.4206,93291 93227
Needles,CA,34.8164,-114.6189,92363
Indian Wells,CA,33.7036,-116.3396,92210
Bret Harte,CA,37.6021,-121.0045,95358
Mather,CA,38.5488,-121.2831,95655 95827
Santa Ynez,CA,34.6168,-120.0948,93463 93460
Brisbane,CA,37.6902,-122.4021,94005
Pacheco,CA,37.9878,-122.07,94553
Copperopolis,CA,37.9488,-120.6352,95228
East Porterville,CA,36.0581,-118.9749,93257
Greenacres,CA,35.3831,-119.1184,93312
Guerneville,CA,38.5137,-122.9894,95446 95471
Phoenix Lake,CA,38.0076,-120.309,95370
Broadmoor,CA,37.6916,-122.4814,94015
Oasis,CA,33.5275,-116.1261,92274
Mojave,CA,35.0139,-118.1896,93501 93502
Carmel Valley Village,CA,36.4824,-121.7198,93924 93922
Ivanhoe,CA,36.3834,-119.22,93235
Emerald Lake Hills,CA,37.4662,-122.2674,94062 94064
Brooktrails,CA,39.4429,-123.3963,95490
Portola Valley,CA,37.3711,-122.2202,94028
Ford City,CA,35.1647,-119.4584,93268
Bonsall,CA,33.2764,-117.1941,92003 92084
Coarsegold,CA,37.2401,-119.7021,93614
Clearlake Riviera,CA,38.9513,-122.7208,95451
Elverta,CA,38.7185,-121.4455,95626
Harbison Canyon,CA,32.8273,-116.8381,92021 92019 91901
Kelseyville,CA,38.9704,-122.8328,95451
Madera Ranchos,CA,36.9279,-119.8773,93636
North El Monte,CA,34.1029,-118.0239,91780 91006
Bystrom,CA,37.6198,-120.9813,95351
Armona,CA,36.3166,-119.7054,93202 93230
Cutler,CA,36.5247,-119.2889,93615
San Miguel,CA,37.8867,-122.0368,94596
Meiners Oaks,CA,34.4553,-119.2702,93023
Lincoln Village,CA,38.0054,-121.334,95207
Santa Venetia,CA,38.0056,-122.5033,94901 94903
North Richmond,CA,37.9641,-122.3711,94801
Del Mar,CA,32.9635,-117.2624,92014
Morongo Valley,CA,34.0724,-116.5627,92256
Lockeford,CA,38.1508,-121.1554,95240 95237
Hidden Meadows,CA,33.2237,-117.1198,92026
Loyola,CA,37.3503,-122.0979,94024
Woodbridge,CA,38.1692,-121.3113,95258 95241
Empire,CA,37.6432,-120.9073,95319 95357
Granite Hills,CA,32.8033,-116.9056,92021 92019
Forestville,CA,38.4825,-122.8899,95436
Auburn Lake Trails,CA,38.8916,-120.9849,95614
Bella Vista,CA,40.6427,-122.246,96008 96003 96073
Lake California,CA,40.3608,-122.2102,96022
Pixley,CA,35.9785,-119.3003,93256
Mission Hills,CA,34.6861,-120.4404,93436
Bishop,CA,37.3665,-118.3958,93514 93515
Wheatland,CA,39.0287,-121.39,95692
Jamestown,CA,37.9574,-120.411,95370 95327
Idyllwild-Pine Cove,CA,33.7443,-116.7258,92549
Old Stine,CA,35.3478,-119.047,93309
Cambrian Park,CA,37.2563,-121.9287,95124
Esparto,CA,38.6934,-122.0241,95627
San Joaquin,CA,36.6057,-120.1897,93660
Felton,CA,37.0392,-122.0808,95018
Angels,CA,38.0706,-120.5501,95222 95221
Winchester,CA,33.7146,-117.0775,92545 92596
Lenwood,CA,34.8861,-117.1078,92311
Mono Vista,CA,38.0123,-120.2697,95370
Vandenberg AFB,CA,34.7477,-120.519,93437
Rexland Acres,CA,35.3051,-118.997,93307
Lake Isabella,CA,35.6378,-118.482,93285 93240
Crockett,CA,38.0519,-122.2201,94525
Desert Edge,CA,33.9223,-116.4401,92241
Rollingwood,CA,37.9654,-122.3306,94806
Vine Hill,CA,38.007,-122.0873,94553
Marin City,CA,37.871,-122.5137,94965
Squaw Valley,CA,36.6997,-119.1995,93675
Del Monte Forest,CA,36.5854,-121.9434,93953
Palo Cedro,CA,40.5658,-122.2425,96073
Planada,CA,37.2902,-120.3217,95365 95333
Day Valley,CA,37.0255,-121.8559,95076 95003
Buckhorn,CA,38.4548,-120.5323,95666 95644
Seacliff,CA,36.977,-121.9176,95003
Shingle Springs,CA,38.6665,-120.9371,95682
French Camp,CA,37.8803,-121.2803,95231
San Antonio Heights,CA,34.1573,-117.6592,91784
Sage,CA,33.5983,-116.9154,92544 92543
Lake Nacimiento,CA,35.7308,-120.8695,93446
Monte Sereno,CA,37.2405,-121.9881,95030
Fetters Hot Springs-Agua Caliente,CA,38.3274,-122.4871,95476
Humboldt Hill,CA,40.7219,-124.1987,95503
Yountville,CA,38.3963,-122.3671,94599
Desert View Highlands,CA,34.5903,-118.1535,93551
West Menlo Park,CA,37.4339,-122.2034,94025
North Shore,CA,33.5157,-115.9092,92254
Avalon,CA,33.3342,-118.3315,90704
Rio Dell,CA,40.5023,-124.1105,95540 95562
Meadowbrook,CA,33.7253,-117.2851,92570
Meadow Vista,CA,39.0029,-121.0303,95722
Morada,CA,38.0386,-121.2456,95212
East Richmond Heights,CA,37.945,-122.314,94805
Pine Grove,CA,38.403,-120.6571,95665
Strathmore,CA,36.1461,-119.0644,93267
Las Lomas,CA,36.8688,-121.7317,95076
North Lakeport,CA,39.0883,-122.9053,95453
Cutten,CA,40.7657,-124.1445,95503
Freedom,CA,36.9403,-121.7953,95076 95019
Arbuckle,CA,39.0141,-122.061,95912
Mount Shasta,CA,41.3206,-122.315,96067
Pine Hills,CA,40.7313,-124.1551,95503
Weaverville,CA,40.7407,-122.929,96093
Hayfork,CA,40.561,-123.1298,96041
Carmel-by-the-Sea,CA,36.5528,-121.9222,93923 93921
Dogtown,CA,38.2096,-121.1551,95220
Nevada City,CA,39.2607,-121.0231,95959
Lucerne,CA,39.0698,-122.7746,95458
Mountain View Acres,CA,34.4976,-117.3472,92392
El Verano,CA,38.2975,-122.4915,95476 95433
Tarpey Village,CA,36.7941,-119.7012,93727
Cottonwood,CA,35.3464,-118.9851,93307
Val Verde,CA,34.4504,-118.6717,91384
Ridgemark,CA,36.8082,-121.3623,95023
Auberry,CA,37.0853,-119.4495,93602
Crest,CA,32.8,-116.8671,92021 92019
Moss Beach,CA,37.5184,-122.5036,94038
Kelly Ridge,CA,39.5289,-121.4662,95966
Reliez Valley,CA,37.9399,-122.1027,94549
Tipton,CA,36.0572,-119.3135,93272
Parksdale,CA,36.9465,-120.0212,93638
Dixon Lane-Meadow Creek,CA,37.3864,-118.4153,93514
Bonny Doon,CA,37.0436,-122.137,95060
Channel Islands Beach,CA,34.1625,-119.2241,93035
Burney,CA,40.8846,-121.6691,96013
North Fork,CA,37.2306,-119.5199,93669 93643
Lake Shastina,CA,41.5213,-122.3756,96094
Amesti,CA,36.9583,-121.7805,95076
Montara,CA,37.5483,-122.4923,94037
San Andreas,CA,38.1911,-120.6763,95249
Aromas,CA,36.8771,-121.6404,95004
East Sonora,CA,37.9774,-120.3409,95370
South Oroville,CA,39.4767,-121.5439,95966
Riverdale,CA,36.4304,-119.8671,93656
Fairbanks Ranch,CA,32.9919,-117.1859,92067
Coronita,CA,33.876,-117.6109,92882
Borrego Springs,CA,33.241,-116.3571,92004
Lexington Hills,CA,37.1617,-121.9879,95033 95026 95044
Angwin,CA,38.5776,-122.4513,94508
Pepperdine University,CA,34.0422,-118.7091,90263 90265
Homestead Valley,CA,34.273,-116.4146,92284 92285
Agua Dulce,CA,34.5044,-118.316,91390
Weed,CA,41.4127,-122.3816,96094
Callender,CA,35.048,-120.576,93420
Pine Mountain Lake,CA,37.8599,-120.1844,95321
Campo,CA,32.6394,-116.4744,91906
Santa Rosa Valley,CA,34.2459,-118.9018,93012
Bayview,CA,40.7654,-124.1787,95503
Alturas,CA,41.4898,-120.5516,96101
Kennedy,CA,37.929,-121.2456,95205 95206
West Bishop,CA,37.3571,-118.4542,93514
Sutter Creek,CA,38.3827,-120.8106,95685
Sutter,CA,39.1556,-121.7493,95982
Weedpatch,CA,35.2369,-118.9123,93307 93241
Pine Mountain Club,CA,34.8446,-119.1669,93222
Columbia,CA,38.0333,-120.4096,95310 95370
Sleepy Hollow,CA,38.0121,-122.5878,94960
Casa Conejo,CA,34.1848,-118.9445,91320
Boron,CA,35.0161,-117.6661,93516 93596
Ross,CA,37.9638,-122.5615,94957
Georgetown,CA,38.9112,-120.8356,95634
Rancho Santa Fe,CA,33.024,-117.1992,92067
Edwards AFB,CA,34.9045,-117.9294,93523 93524
Pine Canyon,CA,36.1757,-121.1498,93930
Highlands,CA,37.5201,-122.3459,94402
South Taft,CA,35.1293,-119.4575,93268
Weldon,CA,35.6431,-118.3102,93283
China Lake Acres,CA,35.6387,-117.7668,93555
La Selva Beach,CA,36.9275,-121.8444,95076
Nice,CA,39.1266,-122.8525,95485 95464
Cayucos,CA,35.4375,-120.8846,93442 93430
Kings Beach,CA,39.245,-120.0203,96143
Rose Hills,CA,34.0089,-118.0419,90601
Pajaro,CA,36.9017,-121.7417,95076
Portola,CA,39.8241,-120.4733,96122
Janesville,CA,40.2993,-120.5024,96114
Sky Valley,CA,33.8913,-116.3551,92241
Lewiston,CA,40.6969,-122.8225,96052
Romoland,CA,33.7648,-117.1572,92585
Vista Santa Rosa,CA,33.6226,-116.2126,92274 92236
Belvedere,CA,37.8735,-122.4662,94920
Easton,CA,36.6524,-119.7908,93725 93706
Twain Harte,CA,38.0384,-120.234,95370 95383
Loma Rica,CA,39.3204,-121.4038,95901
East Oakdale,CA,37.7855,-120.8009,95361
Frazier Park,CA,34.8118,-118.9549,93225
Three Rivers,CA,36.4334,-118.8885,93271 93237
Mission Canyon,CA,34.4549,-119.7121,93105
Hamilton City,CA,39.7427,-122.011,95951
Piru,CA,34.4064,-118.8019,93040 93015
Arnold,CA,38.2465,-120.3479,95223
Hoopa,CA,41.0803,-123.6972,95546
Biggs,CA,39.4102,-121.7134,95917
Boronda,CA,36.6947,-121.6745,93907
Camanche Village,CA,38.2662,-120.9866,95640
Stallion Springs,CA,35.0922,-118.6586,93561
Wofford Heights,CA,35.7127,-118.4731,93285
East Quincy,CA,39.9165,-120.9189,95971
Bertsch-Oceanview,CA,41.7524,-124.1594,95531
Bodfish,CA,35.5765,-118.4764,93205
Shingletown,CA,40.5035,-121.86,96088
Lakeview,CA,33.8285,-117.1233,92567
Clearlake Oaks,CA,39.0218,-122.6593,95423
Bethel Island,CA,38.0289,-121.6404,94511
Caruthers,CA,36.5399,-119.845,93609
Calwa,CA,36.7137,-119.7607,93725
Richgrove,CA,35.7966,-119.1069,93261
Penngrove,CA,38.3006,-122.6707,94951
San Juan Bautista,CA,36.845,-121.5371,95045
Redwood Valley,CA,39.2689,-123.2023,95470
Collierville,CA,38.2141,-121.2675,95632 95220
Parkwood,CA,36.9293,-120.0482,93637
Colfax,CA,39.0938,-120.9532,95713
Soulsbyville,CA,37.9917,-120.2617,95372 95383
Montalvin Manor,CA,37.9977,-122.33,94806
Hidden Hills,CA,34.1637,-118.6612,91302
Centerville,CA,40.543,-122.4638,96001
Linden,CA,38.0186,-121.0994,95236
Harmony Grove,CA,33.1007,-117.1381,92078 92029
Poplar-Cotton Center,CA,36.0577,-119.1502,93257 93258
Chester,CA,40.3017,-121.2339,96020
Knightsen,CA,37.9633,-121.6511,94548 94513
San Pasqual,CA,34.1393,-118.1027,91107
Cabazon,CA,33.9127,-116.7828,92230
Woodlands,CA,35.0289,-120.5524,93444
Aptos Hills-Larkin Valley,CA,36.9606,-121.834,95076 95003
Forest Ranch,CA,39.8952,-121.6704,95942
Camino,CA,38.7422,-120.6808,95709
Hartley,CA,38.4203,-121.952,95688
Sonoma State University,CA,38.3406,-122.6729,94928
Allendale,CA,38.4427,-121.9815,95688
Meyers,CA,38.8344,-120.0189,96150
Corralitos,CA,36.9941,-121.7892,95076
Home Garden,CA,36.3028,-119.637,93230
Bell Canyon,CA,34.2082,-118.6876,91307
Byron,CA,37.8757,-121.6422,94514 94513
Lost Hills,CA,35.6254,-119.6788,93249
Yosemite Valley,CA,37.7407,-119.5779,95389
Anza,CA,33.5678,-116.6966,92539
Casa Loma,CA,35.3433,-118.9987,93307
Murphys,CA,38.1371,-120.4488,95247
Graton,CA,38.4375,-122.866,95444 95472
Lagunitas-Forest Knolls,CA,38.018,-122.6912,94963 94938 94933
Rainbow,CA,33.4098,-117.1395,92028
Bakersfield Country Club,CA,35.3899,-118.9409,93306
Le Grand,CA,37.2288,-120.254,95333
Woodville,CA,36.0927,-119.2012,93274 93257
Toro Canyon,CA,34.4354,-119.5562,93013 93108
Westmorland,CA,33.0389,-115.6223,92281
London,CA,36.4805,-119.445,93618
Searles Valley,CA,35.77,-117.3967,93562
Temelec,CA,38.2577,-122.4982,95476
Santa Nella,CA,37.1012,-121.0157,95322
Elizabeth Lake,CA,34.6589,-118.3785,93532
Descanso,CA,32.8696,-116.6279,91916
McClellan Park,CA,38.6629,-121.4016,95652
Middletown,CA,38.7518,-122.6221,95461
Terra Bella,CA,35.96,-119.0387,93270
Sunnyside-Tahoe City,CA,39.1507,-120.1596,96145
Seeley,CA,32.7893,-115.6843,92243 92273
Fairfax,CA,35.3469,-118.9339,93307
Pine Valley,CA,32.8415,-116.5107,91962
South Dos Palos,CA,36.9707,-120.6467,93620 93665
Newcastle,CA,38.8677,-121.1318,95658
Los Molinos,CA,40.027,-122.0981,96055
Taft Heights,CA,35.1337,-119.4711,93268
Quincy,CA,39.931,-120.9548,95971
Woodacre,CA,38.0052,-122.6384,94973
Parklawn,CA,37.6071,-120.9803,95358
Garberville,CA,40.1003,-123.7948,95542
Black Point-Green Point,CA,38.1121,-122.5194,94945
Leona Valley,CA,34.6147,-118.299,93551
Del Rio,CA,37.7432,-121.0084,95356
Del Rey Oaks,CA,36.5913,-121.829,93940 93955
Ahwahnee,CA,37.3654,-119.7166,93601 93644
Ferndale,CA,40.5781,-124.2612,95536
Los Ranchos,CA,35.2104,-120.6295,93401
Dunsmuir,CA,41.2317,-122.2715,96025
Lake Sherwood,CA,34.134,-118.8804,91361
Cedar Ridge,CA,38.066,-120.2737,95370
Del Rey,CA,36.6565,-119.5981,93616
Rolling Hills,CA,33.7601,-118.3471,90274
Warm Springs,CA,33.7067,-117.3343,92532
Monument Hills,CA,38.6641,-121.8754,95695
Covelo,CA,39.8025,-123.2499,95428
Julian,CA,33.0735,-116.5889,92036
Diablo Grande,CA,37.4009,-121.2629,95363
Montague,CA,41.7275,-122.5302,96064
Forest Meadows,CA,38.1717,-120.399,95247
Baywood Park,CA,37.5292,-122.3417,94402
Patterson Tract,CA,36.3795,-119.2956,93291
Big Pine,CA,37.1655,-118.2951,93513
Saticoy,CA,34.2819,-119.1454,93004
Foresthill,CA,39.0053,-120.8314,95631
Sheridan,CA,38.9695,-121.3552,95681 95648
Lake Riverside,CA,33.5173,-116.8107,92536
Green Valley,CA,38.2607,-122.1622,94534
Colma,CA,37.6767,-122.4528,94014
Thermal,CA,33.6262,-116.1309,92274
Tuolumne City,CA,37.9615,-120.2428,95379
Inverness,CA,38.0821,-122.8471,94937 94956
Niland,CA,33.2387,-115.5146,92257
Grizzly Flats,CA,38.6358,-120.5354,95636
Trabuco Canyon,CA,33.6782,-117.5939,92676 92679 92678
Westhaven-Moonstone,CA,41.0447,-124.1023,95570
Lone Pine,CA,36.5774,-118.0777,93545
Avila Beach,CA,35.1969,-120.7191,93405 93424
Irwindale,CA,34.1121,-117.9636,91706 91010
Fort Dick,CA,41.8663,-124.1526,95538 95531
Shasta,CA,40.5911,-122.4797,96001 96087
Clay,CA,38.314,-121.1596,95638
Dollar Point,CA,39.1899,-120.1083,96145
West Park,CA,36.7055,-119.8516,93706 93773
Brookdale,CA,37.1057,-122.1106,95007 95005
Castle Hill,CA,37.8747,-122.0585,94595
Littlerock,CA,34.5232,-117.9808,93543
Redway,CA,40.1208,-123.822,95560
Smith River,CA,41.9233,-124.149,95567
Red Corral,CA,38.4121,-120.6072,95666 95665
Somis,CA,34.2652,-118.9984,93066
Airport,CA,37.6337,-120.972,95354
Whitewater,CA,33.9356,-116.6873,92282
Hasley Canyon,CA,34.4817,-118.6665,91384
